年齢,性別,婚姻ステータス,部署,職種,給料,職位,勤続年数,勤務企業数,ストックオプション,昇給率,人事評価,残業,出張頻度,家からの距離,教育レベル,教育分野,昨年の研修受講回数,仕事への関与度,仕事満足度,職場環境満足度,人関関係満足度,ワークライフバランス,離職,入社日,退社日
23,男性,既婚,研究開発,リサーチサイエンティスト,1223,1,1,1,1,22,4,FALSE,たまに,1,2,ライフサイエンス,2,3,3,4,4,3,FALSE,2016-09-29,
25,男性,独身,営業,営業担当,1118,1,1,1,0,14,3,TRUE,頻繁,24,1,ライフサイエンス,4,1,4,3,4,3,TRUE,2011-03-20,2012-03-28
26,男性,独身,研究開発,リサーチサイエンティスト,2875,1,8,1,0,20,4,TRUE,たまに,4,2,ライフサイエンス,2,3,4,3,2,2,FALSE,2009-09-03,
45,女性,独身,営業,マネージャー,18824,5,26,2,0,16,3,TRUE,たまに,2,3,マーケティング,2,1,2,1,1,3,TRUE,1990-11-20,2015-02-10
55,男性,離婚,研究開発,ヘルスケア担当,13577,4,34,1,1,15,3,TRUE,なし,8,1,医療,3,2,2,4,4,3,FALSE,1984-02-16,
21,女性,独身,研究開発,ラボ技術者,2625,1,2,1,0,20,4,FALSE,頻繁,10,2,ライフサイエンス,2,2,3,1,3,1,TRUE,2009-03-30,2011-12-03
46,女性,既婚,営業,マネージャー,18789,5,26,2,1,14,3,FALSE,たまに,4,2,マーケティング,2,2,2,4,3,3,FALSE,2006-06-24,
34,女性,独身,営業,営業幹部,4538,2,4,0,0,12,3,TRUE,たまに,2,3,マーケティング,3,3,1,3,4,3,FALSE,2014-06-12,
51,男性,離婚,営業,マネージャー,19847,5,31,4,1,24,4,TRUE,頻繁,9,3,ライフサイエンス,5,3,2,4,1,2,FALSE,1988-10-03,
59,男性,独身,研究開発,製造ディレクター,10512,3,25,6,0,12,3,FALSE,たまに,18,4,医療,6,3,4,4,4,2,FALSE,2008-12-30,
34,女性,離婚,研究開発,ラボ技術者,4444,2,15,4,2,13,3,FALSE,頻繁,19,3,医療,2,3,2,3,3,4,FALSE,2006-01-20,
28,男性,独身,研究開発,ラボ技術者,2154,1,5,0,0,11,3,TRUE,頻繁,1,4,医療,2,3,3,4,3,2,FALSE,2013-04-14,
44,男性,離婚,研究開発,マネージャー,19190,5,26,1,2,14,3,FALSE,たまに,4,2,ライフサイエンス,4,4,1,3,4,2,FALSE,1992-09-21,
34,男性,既婚,人事,人事,4490,2,14,4,2,11,3,FALSE,頻繁,11,3,ライフサイエンス,5,2,2,3,4,4,FALSE,2007-04-05,
35,男性,既婚,研究開発,リサーチサイエンティスト,3506,1,4,0,0,14,3,TRUE,たまに,6,1,ライフサイエンス,3,3,3,3,4,3,FALSE,2014-02-18,
42,女性,既婚,研究開発,リサーチサイエンティスト,2372,2,18,6,0,16,3,TRUE,たまに,7,4,医療,2,4,2,2,4,3,FALSE,2016-08-15,
43,女性,独身,営業,営業幹部,10231,3,23,3,0,14,3,FALSE,たまに,4,4,マーケティング,3,2,4,4,4,4,FALSE,1996-04-13,
36,女性,独身,研究開発,製造ディレクター,5410,2,18,9,0,11,3,TRUE,たまに,2,4,ライフサイエンス,2,3,2,3,4,3,FALSE,2001-10-06,
44,女性,既婚,研究開発,ヘルスケア担当,7978,3,10,1,1,11,3,FALSE,たまに,15,3,医療,2,3,4,1,4,3,TRUE,1998-09-30,2009-05-24
28,男性,既婚,研究開発,ラボ技術者,3867,1,2,1,1,12,3,TRUE,頻繁,2,3,ライフサイエンス,2,2,4,4,2,3,FALSE,2015-01-11,
51,女性,独身,研究開発,ラボ技術者,2838,1,8,0,0,14,3,FALSE,頻繁,6,2,医療,6,2,3,2,2,2,FALSE,2010-08-17,
30,女性,独身,研究開発,製造ディレクター,4695,2,10,7,0,18,3,TRUE,なし,9,2,医療,3,3,3,3,3,3,FALSE,2009-07-16,
29,女性,離婚,研究開発,ラボ技術者,3339,1,10,3,2,13,3,TRUE,たまに,7,3,技術系,2,3,3,2,1,3,TRUE,2005-12-26,2013-10-18
28,男性,独身,研究開発,リサーチサイエンティスト,2080,1,5,2,0,11,3,FALSE,たまに,1,3,技術系,2,3,1,4,2,2,FALSE,2014-07-05,
25,女性,独身,研究開発,リサーチサイエンティスト,2096,1,2,1,0,18,3,FALSE,たまに,1,3,医療,3,3,2,4,4,2,FALSE,2015-12-15,
32,男性,既婚,営業,営業幹部,6209,2,10,1,2,15,3,FALSE,たまに,8,3,医療,4,4,4,3,3,4,FALSE,2007-11-15,
45,女性,独身,研究開発,マネージャー,18061,5,22,3,0,22,4,FALSE,頻繁,25,3,医療,4,3,2,2,3,3,FALSE,2017-11-04,
39,女性,離婚,研究開発,マネージャー,17123,4,21,6,2,13,3,TRUE,たまに,13,4,医療,4,2,2,3,4,3,FALSE,1998-11-30,
58,男性,離婚,研究開発,リサーチサイエンティスト,2372,1,2,1,2,12,3,FALSE,たまに,23,4,ライフサイエンス,3,3,3,1,4,3,FALSE,2015-08-08,
32,男性,既婚,研究開発,ラボ技術者,4883,2,10,1,1,18,3,FALSE,たまに,7,2,ライフサイエンス,3,3,3,4,1,3,TRUE,2007-12-08,2017-12-30
39,男性,独身,研究開発,リサーチサイエンティスト,3904,1,6,0,0,13,3,FALSE,たまに,23,3,医療,2,3,1,3,1,3,TRUE,2006-02-27,2011-09-20
30,女性,既婚,研究開発,ラボ技術者,4627,2,10,0,1,12,3,FALSE,たまに,6,3,技術系,6,2,4,1,1,3,FALSE,2008-08-31,
36,女性,既婚,研究開発,ヘルスケア担当,7094,3,10,3,0,12,3,FALSE,たまに,10,4,技術系,0,3,3,4,1,3,FALSE,2010-06-18,
46,女性,独身,人事,人事,3423,1,10,6,0,12,3,FALSE,たまに,1,2,ライフサイエンス,3,3,1,4,3,4,FALSE,2010-02-02,
28,女性,既婚,研究開発,ラボ技術者,6674,2,10,0,3,11,3,FALSE,なし,1,3,ライフサイエンス,6,1,4,3,1,3,FALSE,2008-08-13,
50,女性,既婚,研究開発,リサーチディレクター,16880,4,25,4,0,11,3,TRUE,たまに,28,3,ライフサイエンス,2,3,1,4,2,3,FALSE,2014-01-16,
40,男性,独身,営業,営業幹部,9094,3,9,2,0,12,3,TRUE,たまに,25,4,マーケティング,2,2,2,4,3,3,TRUE,2008-08-19,2014-01-06
52,男性,独身,営業,営業幹部,8446,3,10,9,0,19,3,TRUE,たまに,5,3,ライフサイエンス,2,3,2,2,3,2,TRUE,2008-01-30,2017-01-07
30,女性,既婚,研究開発,マネージャー,11916,3,9,1,2,23,4,TRUE,たまに,17,4,医療,2,3,1,2,4,3,FALSE,2008-04-28,
39,男性,独身,研究開発,製造ディレクター,4534,2,9,0,0,11,3,FALSE,たまに,18,2,ライフサイエンス,6,3,3,1,1,3,FALSE,2009-02-06,
31,女性,離婚,営業,営業幹部,9852,3,10,1,1,19,3,TRUE,なし,2,4,ライフサイエンス,5,3,3,4,1,2,FALSE,2007-10-01,
41,男性,独身,営業,営業幹部,6151,2,19,1,0,13,3,FALSE,なし,10,2,医療,4,1,2,3,1,3,FALSE,1998-08-06,
31,女性,独身,営業,営業担当,2302,1,3,1,0,11,3,TRUE,頻繁,1,3,ライフサイエンス,2,3,2,4,1,4,TRUE,2008-11-27,2011-12-02
44,男性,既婚,研究開発,ラボ技術者,2362,1,10,4,0,12,3,FALSE,たまに,3,3,ライフサイエンス,4,3,1,1,3,4,TRUE,2008-12-20,2012-01-30
42,男性,既婚,研究開発,マネージャー,17861,4,21,0,0,13,3,TRUE,なし,2,1,ライフサイエンス,3,3,3,3,4,2,FALSE,1997-07-02,
55,女性,既婚,研究開発,マネージャー,19187,5,23,4,1,14,3,FALSE,たまに,2,2,医療,5,1,3,4,4,3,FALSE,1998-08-19,
56,男性,独身,人事,マネージャー,19717,5,36,6,0,14,3,FALSE,たまに,8,4,ライフサイエンス,4,3,2,4,1,3,FALSE,2010-03-13,
40,男性,離婚,研究開発,リサーチサイエンティスト,3544,1,6,9,1,16,3,FALSE,なし,16,2,ライフサイエンス,0,3,3,3,2,3,FALSE,2013-12-30,
34,男性,離婚,研究開発,ヘルスケア担当,8500,3,10,0,1,11,3,FALSE,たまに,9,3,ライフサイエンス,0,3,4,4,4,2,FALSE,2008-03-02,
40,男性,独身,研究開発,リサーチサイエンティスト,4661,2,9,1,0,13,3,FALSE,たまに,2,3,ライフサイエンス,4,3,4,3,3,3,FALSE,2008-08-17,
41,女性,離婚,営業,営業幹部,4103,2,10,0,1,17,3,FALSE,頻繁,1,3,マーケティング,2,3,1,3,4,3,FALSE,2008-08-14,
35,男性,独身,研究開発,リサーチサイエンティスト,4249,2,9,1,0,11,3,TRUE,頻繁,4,4,ライフサイエンス,3,3,3,3,2,3,FALSE,2008-01-20,
51,男性,離婚,人事,マネージャー,14026,4,33,1,1,11,3,TRUE,たまに,5,3,ライフサイエンス,2,3,2,3,2,3,FALSE,1984-07-12,
38,女性,離婚,営業,営業幹部,6893,2,11,3,1,15,3,FALSE,たまに,2,2,ライフサイエンス,3,3,1,2,4,3,FALSE,2010-06-14,
34,女性,独身,営業,営業幹部,6125,2,10,1,0,12,3,FALSE,たまに,15,2,医療,6,3,1,3,4,4,FALSE,2007-01-26,
25,男性,既婚,研究開発,ラボ技術者,3669,1,7,3,3,11,3,FALSE,たまに,19,1,医療,6,3,4,4,3,2,FALSE,2014-02-20,
58,女性,既婚,研究開発,製造ディレクター,10008,3,31,7,0,14,3,TRUE,たまに,7,4,医療,0,2,1,3,4,2,TRUE,2001-07-17,2011-10-20
40,男性,既婚,研究開発,ラボ技術者,2387,1,7,3,1,22,4,FALSE,たまに,1,4,ライフサイエンス,3,3,2,2,3,3,FALSE,2013-04-25,
36,女性,既婚,営業,営業幹部,4639,2,17,2,1,16,3,FALSE,頻繁,7,3,マーケティング,2,4,1,1,4,2,FALSE,2002-07-22,
48,男性,独身,研究開発,製造ディレクター,7898,3,11,1,0,11,3,FALSE,たまに,4,3,ライフサイエンス,2,3,4,4,3,3,FALSE,2007-10-14,
27,女性,既婚,営業,営業担当,2534,1,5,8,1,14,3,FALSE,たまに,11,3,医療,4,4,4,3,2,3,FALSE,2016-04-26,
51,女性,独身,研究開発,製造ディレクター,13142,4,29,3,0,16,3,FALSE,たまに,11,2,技術系,1,2,2,4,2,2,FALSE,2012-01-17,
18,女性,独身,研究開発,ラボ技術者,1611,1,0,1,0,15,3,FALSE,なし,1,3,ライフサイエンス,5,3,4,4,3,4,FALSE,2017-09-29,
35,女性,既婚,研究開発,ラボ技術者,5363,2,10,0,1,12,3,FALSE,たまに,1,3,医療,0,2,4,4,2,3,FALSE,2008-07-14,
27,男性,独身,営業,営業幹部,5071,2,8,3,0,20,4,FALSE,頻繁,2,1,ライフサイエンス,3,1,4,4,2,3,FALSE,2011-09-07,
55,男性,独身,営業,営業幹部,13695,4,24,6,0,17,3,TRUE,たまに,13,4,マーケティング,2,4,3,1,3,2,TRUE,1989-07-06,2008-09-03
56,男性,既婚,研究開発,製造ディレクター,13402,4,33,4,1,12,3,TRUE,たまに,23,3,ライフサイエンス,0,3,2,4,1,3,FALSE,1998-04-16,
34,女性,離婚,研究開発,リサーチサイエンティスト,2029,1,5,1,3,20,4,FALSE,なし,26,1,技術系,2,2,3,1,3,3,FALSE,2012-06-22,
40,女性,離婚,研究開発,ヘルスケア担当,6377,2,15,5,3,20,4,FALSE,たまに,2,1,医療,0,4,3,2,2,3,FALSE,2005-10-08,
34,男性,既婚,研究開発,ラボ技術者,5429,2,10,4,2,13,3,FALSE,たまに,29,3,医療,1,3,3,2,1,3,FALSE,2009-12-09,
31,女性,独身,営業,営業担当,2785,1,3,7,0,14,3,FALSE,頻繁,2,3,ライフサイエンス,3,2,4,3,3,4,TRUE,2006-12-26,2008-08-29
35,女性,既婚,営業,営業幹部,4614,2,5,0,1,18,3,TRUE,頻繁,18,4,マーケティング,0,3,3,4,3,2,TRUE,2006-04-10,2011-01-29
38,男性,離婚,研究開発,リサーチサイエンティスト,2610,1,4,1,3,11,3,FALSE,頻繁,7,3,ライフサイエンス,2,4,3,4,4,3,FALSE,2013-11-20,
34,女性,独身,研究開発,ヘルスケア担当,6687,2,14,1,0,11,3,FALSE,たまに,2,4,技術系,2,3,4,3,4,4,FALSE,2003-04-24,
28,男性,既婚,営業,営業幹部,4724,2,5,1,1,11,3,FALSE,たまに,26,3,ライフサイエンス,0,2,1,3,3,3,FALSE,2012-12-24,
31,男性,既婚,研究開発,製造ディレクター,6179,2,10,1,2,15,3,TRUE,たまに,22,4,医療,3,3,3,4,4,2,TRUE,2005-07-28,2015-12-07
39,男性,既婚,営業,営業幹部,6120,2,8,3,2,12,3,TRUE,たまに,21,4,ライフサイエンス,2,2,4,1,4,4,FALSE,2012-04-09,
51,男性,既婚,営業,営業幹部,10596,3,14,2,0,11,3,FALSE,頻繁,2,3,マーケティング,5,3,2,2,2,3,FALSE,2013-09-09,
41,女性,離婚,研究開発,リサーチサイエンティスト,5467,2,12,3,2,14,3,TRUE,頻繁,22,3,ライフサイエンス,4,3,4,4,1,2,FALSE,2011-07-23,
37,男性,既婚,研究開発,リサーチサイエンティスト,2996,1,8,7,0,15,3,TRUE,たまに,4,1,ライフサイエンス,2,3,3,3,4,3,FALSE,2011-03-07,
33,男性,既婚,営業,営業幹部,9998,2,8,6,0,13,3,FALSE,頻繁,5,1,ライフサイエンス,2,3,4,2,1,4,FALSE,2012-09-02,
32,男性,既婚,営業,営業幹部,4078,2,4,0,3,13,3,TRUE,たまに,2,1,マーケティング,3,3,2,3,1,2,FALSE,2014-11-10,
39,男性,既婚,研究開発,ヘルスケア担当,10920,3,13,3,1,21,4,FALSE,なし,25,2,ライフサイエンス,2,3,3,3,2,3,FALSE,2011-09-14,
25,男性,既婚,営業,営業幹部,6232,2,6,2,0,11,3,FALSE,たまに,18,1,ライフサイエンス,3,4,3,1,2,2,FALSE,2014-11-03,
52,女性,既婚,研究開発,製造ディレクター,13247,4,24,2,1,11,3,TRUE,頻繁,28,2,医療,3,4,3,4,2,2,FALSE,2012-03-01,
43,女性,独身,研究開発,リサーチサイエンティスト,4081,2,20,1,0,14,3,TRUE,たまに,6,3,医療,3,2,3,1,1,1,FALSE,1997-05-04,
27,女性,既婚,営業,営業幹部,5769,2,6,1,0,11,3,TRUE,たまに,10,3,マーケティング,3,2,4,4,4,3,FALSE,2011-11-12,
27,女性,独身,研究開発,リサーチサイエンティスト,2394,1,8,1,0,13,3,TRUE,たまに,17,4,ライフサイエンス,2,3,3,4,4,3,TRUE,2009-01-19,2017-05-18
26,男性,独身,研究開発,リサーチサイエンティスト,3904,1,5,0,0,12,3,FALSE,たまに,2,1,医療,2,2,4,1,4,3,FALSE,2013-03-04,
42,女性,既婚,人事,マネージャー,16799,4,21,0,1,14,3,FALSE,たまに,10,3,人事,5,3,1,3,3,3,FALSE,1997-04-15,
52,女性,既婚,研究開発,ラボ技術者,2950,1,12,9,0,13,3,FALSE,たまに,8,4,その他,2,3,1,3,3,1,FALSE,2012-11-08,
37,女性,独身,研究開発,ラボ技術者,3629,1,8,4,0,18,3,FALSE,たまに,11,3,医療,6,3,3,1,1,3,FALSE,2014-08-01,
35,男性,独身,研究開発,製造ディレクター,9362,3,10,2,0,11,3,FALSE,頻繁,18,2,ライフサイエンス,2,3,4,3,3,3,FALSE,2015-07-23,
25,男性,既婚,研究開発,ラボ技術者,3229,1,7,4,1,11,3,FALSE,たまに,1,3,技術系,2,3,4,1,2,2,FALSE,2014-02-13,
26,男性,独身,研究開発,ラボ技術者,3578,1,8,0,0,12,3,FALSE,たまに,7,3,その他,2,4,1,3,4,3,FALSE,2010-08-03,
29,男性,独身,人事,人事,7988,3,10,1,0,13,3,FALSE,たまに,17,3,その他,3,2,1,2,1,2,FALSE,2007-04-25,
49,男性,独身,研究開発,ラボ技術者,4284,2,20,3,0,20,4,FALSE,頻繁,28,2,ライフサイエンス,2,2,1,1,1,3,TRUE,2006-01-16,2010-10-04
29,女性,独身,研究開発,ヘルスケア担当,7553,3,9,0,0,12,3,TRUE,頻繁,14,1,その他,1,3,4,3,1,3,TRUE,2007-03-01,2015-03-05
54,女性,独身,研究開発,リサーチディレクター,17328,4,29,6,0,19,3,FALSE,たまに,1,3,医療,3,3,4,4,4,2,FALSE,1997-12-19,
58,女性,既婚,研究開発,リサーチディレクター,19701,5,32,3,1,21,4,TRUE,たまに,1,3,医療,3,3,1,4,3,3,FALSE,2008-11-29,
55,男性,離婚,研究開発,リサーチディレクター,14732,4,31,2,2,13,3,FALSE,たまに,1,4,医療,4,4,4,2,4,4,FALSE,2010-08-09,
36,女性,独身,営業,営業幹部,9278,2,15,3,0,16,3,TRUE,たまに,3,4,マーケティング,3,3,2,1,4,3,FALSE,2012-02-07,
31,女性,独身,営業,営業担当,1359,1,1,1,0,12,3,FALSE,頻繁,1,4,ライフサイエンス,3,1,3,2,2,3,TRUE,2009-04-27,2010-10-06
30,女性,離婚,営業,営業幹部,4779,2,8,7,2,14,3,FALSE,たまに,7,4,マーケティング,3,3,1,4,2,3,FALSE,2014-04-01,
31,女性,独身,研究開発,リサーチディレクター,16422,4,9,3,0,11,3,FALSE,たまに,8,5,ライフサイエンス,3,3,2,1,3,4,FALSE,2014-04-17,
34,男性,離婚,研究開発,リサーチサイエンティスト,2996,1,10,5,2,14,3,FALSE,頻繁,1,4,その他,2,3,1,4,3,3,FALSE,2013-11-02,
31,女性,独身,研究開発,リサーチサイエンティスト,1261,1,1,1,0,12,3,FALSE,たまに,8,3,ライフサイエンス,3,2,2,1,3,4,TRUE,2015-08-04,2017-06-16
27,男性,既婚,研究開発,ラボ技術者,2099,1,6,0,0,14,3,FALSE,たまに,11,1,ライフサイエンス,3,3,1,2,2,4,FALSE,2012-11-30,
36,男性,独身,研究開発,ラボ技術者,5810,2,10,1,0,16,3,FALSE,たまに,4,4,ライフサイエンス,2,2,4,1,3,2,FALSE,2007-11-03,
36,女性,既婚,営業,営業幹部,5647,2,11,4,2,13,3,FALSE,たまに,16,4,マーケティング,3,2,1,3,1,2,FALSE,2014-02-26,
47,男性,既婚,研究開発,リサーチサイエンティスト,3420,1,17,7,1,12,3,FALSE,たまに,1,3,技術系,2,3,4,1,3,2,FALSE,2011-05-18,
25,男性,既婚,営業,営業担当,4400,1,6,3,0,12,3,FALSE,たまに,9,2,ライフサイエンス,2,2,1,1,1,3,TRUE,2009-07-23,2012-10-06
37,男性,独身,研究開発,ラボ技術者,3500,1,7,0,0,14,3,FALSE,なし,5,2,技術系,2,4,3,3,1,1,FALSE,2011-05-01,
56,女性,既婚,研究開発,リサーチサイエンティスト,2066,1,5,2,1,22,4,FALSE,たまに,1,2,ライフサイエンス,3,3,1,1,4,4,FALSE,2014-01-15,
47,女性,既婚,研究開発,リサーチディレクター,17169,4,26,3,2,19,3,FALSE,たまに,2,4,医療,2,3,3,1,2,4,FALSE,1997-02-13,
24,女性,既婚,営業,営業幹部,4162,2,5,1,2,12,3,TRUE,たまに,4,1,医療,3,3,3,4,3,3,FALSE,2012-01-16,
32,男性,既婚,営業,営業幹部,9204,2,7,4,1,12,3,FALSE,たまに,7,5,マーケティング,3,3,4,4,3,2,FALSE,2013-07-16,
34,女性,既婚,研究開発,ラボ技術者,3294,1,7,5,1,17,3,FALSE,たまに,1,3,ライフサイエンス,2,2,2,4,1,2,FALSE,2012-12-06,
41,男性,既婚,研究開発,リサーチサイエンティスト,2127,1,7,2,0,12,3,TRUE,たまに,5,5,医療,5,4,3,2,1,2,FALSE,2013-02-16,
40,男性,離婚,研究開発,ラボ技術者,3975,2,11,3,2,11,3,FALSE,なし,9,4,その他,2,3,3,3,3,4,FALSE,2009-10-21,
31,男性,離婚,営業,営業幹部,10793,3,13,1,1,18,3,FALSE,たまに,8,2,ライフサイエンス,5,3,4,1,1,3,FALSE,2004-06-20,
46,男性,離婚,営業,営業幹部,10096,3,28,4,1,11,3,FALSE,たまに,9,3,マーケティング,1,3,4,1,1,4,TRUE,2005-05-16,2012-06-23
39,女性,独身,研究開発,ラボ技術者,3646,1,11,2,0,23,4,TRUE,なし,2,3,ライフサイエンス,2,2,1,1,2,4,TRUE,2008-01-26,2009-06-14
31,女性,独身,研究開発,製造ディレクター,7446,3,10,1,0,11,3,FALSE,頻繁,1,5,ライフサイエンス,2,4,2,3,1,3,TRUE,2005-02-27,2015-11-27
45,男性,離婚,研究開発,ヘルスケア担当,10851,3,24,2,1,18,3,TRUE,たまに,20,3,医療,2,1,1,2,2,3,FALSE,2010-04-23,
31,女性,独身,人事,人事,2109,1,8,9,0,18,3,FALSE,たまに,8,2,医療,3,4,2,4,4,3,FALSE,2014-11-27,
31,男性,既婚,研究開発,ラボ技術者,3722,1,7,6,1,13,3,TRUE,頻繁,2,3,ライフサイエンス,2,3,4,2,3,1,TRUE,2010-12-12,2013-07-22
45,男性,既婚,研究開発,製造ディレクター,9380,3,10,4,2,18,3,TRUE,たまに,29,3,技術系,4,3,4,2,4,4,FALSE,2014-12-25,
48,男性,離婚,営業,営業幹部,5486,2,15,4,3,11,3,FALSE,たまに,7,3,マーケティング,3,3,1,3,1,3,FALSE,2015-05-10,
34,女性,既婚,人事,人事,2742,1,2,1,0,15,3,FALSE,たまに,9,4,技術系,0,3,3,1,4,3,TRUE,2011-08-06,2014-07-28
40,男性,離婚,研究開発,リサーチディレクター,13757,3,16,2,1,11,3,FALSE,なし,8,1,医療,5,2,2,4,3,3,FALSE,2008-02-29,
28,男性,独身,営業,営業幹部,8463,2,6,0,0,18,3,FALSE,たまに,5,3,医療,4,3,1,4,4,3,FALSE,2012-02-28,
44,男性,独身,研究開発,ラボ技術者,3162,1,7,3,0,14,3,FALSE,なし,5,3,ライフサイエンス,5,2,3,3,4,3,FALSE,2012-08-13,
53,男性,独身,研究開発,リサーチディレクター,16598,4,35,4,0,12,3,FALSE,たまに,2,3,医療,2,4,2,4,2,2,FALSE,2008-03-18,
49,男性,既婚,研究開発,ヘルスケア担当,6651,2,20,2,1,14,3,FALSE,たまに,5,4,技術系,0,3,3,1,2,2,FALSE,2014-08-06,
40,男性,離婚,研究開発,リサーチサイエンティスト,2345,1,8,2,1,14,3,FALSE,たまに,2,3,医療,3,3,3,3,3,4,FALSE,2014-10-01,
44,男性,独身,研究開発,リサーチサイエンティスト,3420,1,6,1,0,13,3,FALSE,たまに,20,3,ライフサイエンス,3,3,2,4,3,2,FALSE,2012-08-01,
33,男性,既婚,営業,営業幹部,4373,2,5,0,2,14,3,FALSE,頻繁,7,3,医療,2,3,1,4,1,3,FALSE,2013-07-05,
34,男性,独身,営業,営業幹部,4759,2,15,3,0,18,3,FALSE,たまに,3,3,その他,2,1,1,4,4,3,FALSE,2004-02-23,
30,男性,既婚,営業,営業幹部,5301,2,4,8,2,15,3,FALSE,たまに,16,1,ライフサイエンス,2,3,3,4,3,2,FALSE,2015-04-10,
42,女性,独身,研究開発,ラボ技術者,3673,1,12,1,0,13,3,FALSE,頻繁,9,2,医療,3,3,4,1,3,3,FALSE,2005-01-11,
44,女性,既婚,営業,営業幹部,4768,2,11,7,1,12,3,FALSE,頻繁,1,5,マーケティング,4,3,3,1,3,2,FALSE,2016-11-26,
30,男性,離婚,研究開発,リサーチサイエンティスト,1274,1,1,1,2,13,3,FALSE,なし,7,3,技術系,2,3,3,3,2,2,FALSE,2016-03-03,
57,男性,既婚,研究開発,リサーチサイエンティスト,4900,2,13,0,1,24,4,FALSE,たまに,1,2,ライフサイエンス,2,4,3,2,1,2,FALSE,2005-07-21,
49,男性,離婚,研究開発,ヘルスケア担当,10466,3,29,3,2,14,3,FALSE,たまに,7,4,ライフサイエンス,3,3,2,3,2,3,FALSE,2009-02-25,
34,男性,離婚,研究開発,リサーチディレクター,17007,4,16,7,2,14,3,FALSE,頻繁,15,3,医療,3,3,1,2,4,2,FALSE,2003-06-08,
28,男性,既婚,営業,営業担当,2909,1,5,3,1,15,3,FALSE,頻繁,1,3,技術系,3,3,3,1,4,4,TRUE,2008-09-24,2012-09-09
29,女性,独身,営業,営業幹部,5765,2,7,5,0,11,3,FALSE,頻繁,13,3,技術系,4,3,2,1,1,1,TRUE,2004-04-02,2009-12-24
34,女性,独身,営業,営業幹部,4599,2,16,0,0,23,4,TRUE,たまに,24,4,医療,2,2,2,1,3,4,TRUE,1997-12-04,2013-03-17
35,男性,既婚,営業,営業担当,2404,1,1,1,1,13,3,FALSE,たまに,7,1,ライフサイエンス,3,3,3,4,1,3,FALSE,2016-04-06,
24,男性,独身,研究開発,ラボ技術者,3172,1,4,2,0,11,3,TRUE,頻繁,9,3,医療,2,3,1,2,3,2,TRUE,2013-12-18,2014-01-12
24,女性,既婚,営業,営業担当,2033,1,1,1,1,13,3,FALSE,なし,13,2,ライフサイエンス,2,3,2,4,3,3,FALSE,2016-02-07,
44,男性,独身,研究開発,製造ディレクター,10209,3,16,5,0,18,3,TRUE,頻繁,2,1,医療,2,3,3,2,2,2,FALSE,2015-11-14,
29,男性,離婚,営業,営業幹部,8620,2,10,1,2,14,3,FALSE,たまに,19,3,ライフサイエンス,3,2,3,3,3,3,FALSE,2007-06-13,
30,男性,離婚,人事,人事,2064,1,6,0,1,21,4,FALSE,たまに,1,3,ライフサイエンス,3,3,3,3,1,4,FALSE,2012-05-27,
55,男性,既婚,研究開発,ヘルスケア担当,4035,2,4,0,0,16,3,TRUE,たまに,4,4,ライフサイエンス,2,3,3,4,2,3,FALSE,2014-11-14,
33,女性,既婚,研究開発,ラボ技術者,3838,1,8,8,0,11,3,FALSE,たまに,4,4,医療,5,2,2,1,4,3,FALSE,2012-06-29,
47,女性,既婚,営業,営業幹部,4591,2,11,3,1,17,3,TRUE,たまに,14,3,医療,4,3,3,3,3,2,FALSE,2012-08-20,
28,男性,独身,研究開発,ラボ技術者,2561,1,8,7,0,11,3,FALSE,頻繁,2,2,医療,2,2,1,3,3,2,TRUE,2016-08-22,2016-08-23
28,男性,離婚,研究開発,リサーチサイエンティスト,1563,1,1,1,1,14,3,FALSE,たまに,1,3,ライフサイエンス,2,2,3,1,4,1,FALSE,2016-12-15,
28,男性,独身,営業,営業幹部,4898,2,5,0,0,14,3,FALSE,頻繁,7,3,ライフサイエンス,5,3,1,3,4,3,FALSE,2013-02-13,
49,女性,既婚,研究開発,ラボ技術者,4789,2,10,4,1,25,4,FALSE,たまに,3,2,医療,3,2,1,3,1,3,FALSE,2014-03-07,
